Time	AMP	ADP	GMP	ATP	GDP-Fucose	GDP	GTP	E_FKP_0	E_PPA_0	E_PPK3_0	E_GMPK_0	Fuc_0	GMP_0	ATP_0
0	0	0	21.5	6	0	0	0	0.002933939	0.003106716	0.00115141	0.03306205	21.5	21.5	6
0.08333	0.74248	6.08914	13.76315	1.08264	0.57271	6.92062	3.52838
0.83333	1.18065	5.55744	11.20583	1.18191	1.32875	7.01356	6.24569
2.41667	2.33633	3.88125	7.09461	1.39773	2.71037	7.63164	8.3627
5.66667	2.56739	3.07378	4.71648	1.52589	4.02942	6.80902	9.0214
8.33333	2.40617	3.07279	4.27368	1.69817	5.03989	6.48358	8.89765
12.83333	2.18117	2.98267	3.75688	1.84982	6.31689	5.69864	8.14453
23	2.08781	2.87964	3.37731	1.99483	8.56026	4.60298	6.59578
24.55	2.26455	3.03824	3.78324	2.18936	9.54506	4.86414	6.7464
